a0012,"[ 15.59274175  15.74297607  14.3130807   13.45680743  12.96963068
  11.1305488   10.54695113  10.5717527   10.61707675  10.28040483
   9.73162945   9.14122438   9.56944693   9.58538713   9.30805298
   9.11567143   9.19967221   9.26262156   9.14703298   9.322837     8.9465996
   9.0295803    8.98043075   8.95043471   8.25595025   8.01649603
  15.88409479  15.96511785  13.99067333  12.3115901   12.69704019
  12.28673867  11.62437492  11.18194581  10.82223625  10.85805154
  10.6716751    9.88100767  10.2466135   10.21370581  10.08349642
   9.99958552   9.99532538   9.76173497   9.38763859   9.34883918
   9.57166085   9.27575124   9.2156292    9.49977597   9.96096896
   9.39970803]",-1
a0013,"[ 5.61422066  5.77880253  5.33235849  5.87449313  5.42298233  5.15312296
  4.87904474  4.39910838  4.57824452  4.73693076  5.03840395  5.63038357
  6.37012363  6.28504393  5.86913382  6.04543112  6.42427665  5.27201602
  5.55458167  6.08680193  8.15941661  7.25906028  7.01544192  8.27165756
  8.43047074  8.43323022  5.77195012  5.86258666  7.23507597  6.44825821
  3.90400374  4.80803723  4.06212015  4.77070837  4.06264806  4.52772341
  5.05533733  5.22817515  6.00537028  5.45117501  4.26745142  5.11506049
  7.18805558  7.02040176  6.44751958  6.78636725  8.32926244  7.85916288
  7.46247547  8.49638048  8.78558068  8.62601266]",1
a0014,"[ 14.77548545  16.29943144  16.4298948   15.14007047  14.9220634
  14.38731778  13.11072155  14.07638789  13.7455443   11.64356321
  10.38930352  11.4041119   10.52449505   9.50575743   8.28356671
   7.59185836   8.38096053   8.13225902   7.50007709   8.20643055
   8.26481938   8.10635055   7.5182816    7.81281434   7.69868212
   9.16596322  14.48909233  16.20965888  16.10463123  15.06204977
  14.62865691  13.51403956  12.39730624  12.697592    12.67531644
  11.80379159  12.06613716  11.68549085  10.42283821   9.29541659
   9.88459394   9.57877994   7.9540943    8.77890446   9.35462227
   8.88163421   9.1482857    9.44725343   9.07686885   8.91845487
   9.52454291   9.89231484]",1
a0015,"[  7.81520627   7.75888623   7.57230373   7.09404176   6.04228944
   6.68392603   5.457261     4.28028187   4.79487175   4.5636635
   4.90778937   5.64863983   5.19493349   5.36752945   6.82457587
   6.76944579   6.45824825   7.61647278   7.43962612   6.88537392
   8.42335139   9.67917431   9.05572129   9.51769899  10.98365299
   9.6092007    6.48031002   7.76493022   8.32533818   7.32260963
   5.46170998   5.74960841   5.68952656   5.22314716   5.23766471
   3.88017868   4.25357408   5.35830654   5.3879312    5.26481629
   7.39405705   6.50840492   6.19467816   6.96733609   6.32903294
   6.71371528   9.15869007   9.11964479   9.25008812   9.76669205
  11.21529411   9.9723773 ]",1
a0016,"[ 11.95710316  13.06242185  12.95921729  11.13796372  10.60488488
  11.10019251  10.49044335   9.48110281  10.05427202   8.96469182
   9.33571912   7.56485945   8.01424324   8.17059177   7.83626122
   8.02779313   7.68757681   8.1356983    7.15669614   7.22544139
   7.73754254   7.40304995   8.40020607   9.53669465   8.70676429
   8.11796314  13.12568803  13.59579187  12.05520052  12.39667806
  10.85129811   9.93986584  11.11035853  10.36267535   8.44126745
   9.41995491   8.78662512   8.19337278   7.98855785   8.11575545
   8.29398764   8.41066227   8.50944273   7.82080171   8.36693748
   8.40337522   8.40113872   8.33931059   8.62476983   8.49529632
   7.78554303   8.12090282]",-1
a0017,"[ 13.59920589  14.9528714   14.12611901  12.98783483  12.8430604
  12.04564337  11.46032731  10.79422304  10.84267891  10.30227784
   9.49583698   9.64968525   9.84486037   9.42529795  10.59968466
  10.69063426   9.73572016   9.55680645   9.19403589   8.82069302
   8.26713449   8.09784903   8.22444855   8.53322938   8.79904859
   8.30540944  13.73117689  15.07933482  14.55424724  12.58780187
  12.13063001  11.73947214  10.71904215  10.57719345  10.25508841
   9.90190007  10.60557513  10.41148821   9.69830097  10.61224303
  11.89744029  11.75511263  10.12685153   9.30767476   8.70004184
   8.48565574   9.09885057   8.15857205   8.26962499   8.28568589
   7.93667863   7.8234931 ]",1
a0018,"[ 11.23925428  11.92749463  11.45548098   9.90546327   6.7028707
   6.16364788   6.00869199   6.51864743   7.65044858   6.49508089
   5.57010739   5.01149285   4.82733891   5.19507588   4.22001676
   3.70039576   2.96157944   3.64317668   3.93398395   4.88889481
   3.96496976   5.77145467   6.6179056    8.23951137   7.51815848
   6.44058028  10.60395734  11.02493961  10.14143767  10.41126166
   9.09685229   7.86245656   7.3856483    7.93392918   8.61915803
   7.19179178   5.85046741   6.843351     7.02171005   6.35826399   5.47671
   5.90794221   6.2054609    5.82371501   6.24586665   5.9062453
   5.72219907   5.45259503   6.89839451   7.71538723   7.69249607
   7.10326876]",1
a0019,"[ 13.01886514  14.61419969  14.30718228  13.40196976  13.23368368
  11.4673186   11.66188231  11.19070595  10.74387206  10.86484404
  10.17421515   9.78159869  10.00429609   9.90318092   8.74868503
   9.50567135   8.63714051   9.72709967   9.68958901  10.69561838
   9.80117025  10.30213646  10.55069519  10.51118541  10.30840662
  10.18871155  12.7715911   13.7054212   13.98827424  15.33042645
  14.92320772  13.79348111  12.65397343  12.32029718  11.86076495
  11.21160844  11.44549769  11.54271553  11.46338633  11.04097346
   9.6483209   10.56055873  11.86669152  11.9851228   11.38030402
  11.03130272  11.82511224  12.52460011  11.98662785  10.98574606
  11.76732651  11.69898821]",-1
a0020,"[ 11.80870749  11.44914073  10.44289116   9.67752526   9.87971023
  10.5783304    9.94298284   8.84180056   8.16056196   8.57459562
   8.43174112   7.91235867   6.79720166   7.99879161   7.03517912
   6.25424011   7.08071996   6.7861714    6.46865406   7.32848183
   7.47839164   6.46751641   5.8553375    6.2201258    6.25431262
   6.99708335  12.07432658  11.91169928  10.62201256  10.24796642
  11.00132436   9.678717     9.51067496   8.8679413    9.50490265
   8.28583604   8.96383035   8.20044626   7.71295092   8.19329018
   8.58201635   8.59996078   8.0853975    8.61469843   7.94974785
   8.51406451   8.74416646   8.35738264   8.65104263   7.51389392
   7.10674447   8.42853223]",1
a0021,"[ 11.02979615  10.53927466  11.07253039  10.75722896   9.6456704
   9.33570676   8.32050565   8.1439352    8.22040916   7.57635877
   7.68708267   5.65419904   6.06299961   6.63751675   5.9608024
   5.41627471   6.24429445   5.32696137   5.3101898    6.15313525
   5.96766871   6.13020632   5.58490581   5.03682092   7.02598797
   6.13364945  11.10336481  11.31873527  10.85448523  10.17784181
   9.3625633    8.39674628   8.07131121   8.17985942   8.53647189
   6.89094372   6.96355289   6.6008271    6.10523986   5.85249653
   6.13728335   6.38608268   6.15255073   4.99579879   5.68806732
   6.3104469    5.31048318   5.31318397   5.66171879   6.02973656
   4.70517609   5.16968038]",1
a0022,"[  9.56988138   8.9720015    8.08637363   9.59870371  11.17654302
  10.74261275   8.4422654    8.49837293   7.35063759   7.32961451
   6.62534883   5.67933537   7.09061252   8.42894015   8.28135679
   7.90712437   8.60932284   8.3568829    8.50668436   7.88006485
   7.877835     7.48294973   8.0391484    7.76055792   7.36499144
   7.25797317   7.31809181   9.57071376  10.0290702   10.15059694
  11.39037472  10.99966031   8.96826307   8.75930886   8.59363188
   8.70583178   7.13865106   6.02562535   6.92192608   9.02339942
   8.7970222    8.26226412   7.85709886   8.60060765   8.22210921
   7.24858324   6.9185212    8.41578114   8.45439212   7.31526858
   6.47362249   6.21247723]",1
a0023,"[ 8.15602831  8.53218044  9.20429089  7.84654752  7.46780878  5.78408384
  5.29690864  5.76174871  6.3187505   6.30138024  4.75609547  4.48103703
  4.48316912  3.88099825  4.63083565  5.61325024  6.86866604  7.52530801
  7.84985535  7.71522365  8.5677886   8.26162694  7.71626592  7.16020411
  6.54760674  5.61243591  8.58565733  9.85333289  9.23198758  7.00475716
  6.9292562   6.22544664  5.4429003   4.91723044  6.28861363  6.08616794
  6.42945061  5.99474738  5.18741061  5.49260261  5.47923876  6.34903597
  6.86787478  7.09901402  8.167778    7.65865975  8.34245194  8.10388367
  7.9712445   7.33111544  6.62791037  5.91917678]",1
a0024,"[ 8.88562651  8.09874194  5.6741515   5.69624805  5.73274583  5.97536807
  5.568154    6.31579353  5.76966773  5.59292095  5.22969525  4.75092284
  3.96724773  4.04931818  4.76343514  4.2069197   2.44211316  4.56348833
  5.26244045  4.43006821  5.34722492  6.10451018  6.63065442  7.57685873
  7.31011789  8.37454599  9.16437589  7.53937171  7.66476129  5.94154677
  6.10967694  6.12937708  5.87148854  6.24142289  5.99726009  5.26232204
  5.29787995  5.30758366  3.48394487  4.14453717  3.07637168  4.13196832
  3.77811999  5.7045919   5.62991345  5.49022619  5.18145211  6.42390121
  7.47381273  7.92018244  7.78911134  8.75183729]",1
a0025,"[ 13.46696824  12.97014585  12.05117441  12.44177353  11.41593742
  11.54867253  10.07013782   7.86098557   8.82846979   8.82649     10.1316111
   9.4190269    9.16514582   8.41529242   8.80808524   8.64867201
   7.64639949   8.22304144   7.44848042   8.00350543   8.70668296
   8.61934853   6.59842984   8.07391792   8.31377391   8.90580089
  13.3879213   12.51282786  11.85879368  12.40226609  11.33781852
  11.06140019  11.12119757   9.80934137   9.8023323   10.72903415
  10.95177837   9.06398135   8.94745651   8.70183793   9.03061735
   8.39688523   8.90441591   8.93626843   7.92401342   8.6806368
   7.95566878   8.27101654   8.85331877   8.85876882   8.90456325
   9.43514937]",-1
a0026,"[ 8.3434603   7.93597966  7.33629611  7.37656838  6.42705478  4.81936069
  5.59864921  6.27335688  4.90479635  4.52891455  4.7957094   3.79132157
  4.64779642  4.45563983  4.00851242  5.2169402   3.8064237   4.07346704
  6.04303932  5.25208748  5.80823949  6.11656803  5.78523172  7.90135424
  7.016488    7.81745503  8.81278744  7.91143374  8.3980287   8.20776353
  5.77593498  5.89426128  6.41358346  4.87650294  5.28392132  4.99730964
  4.28314191  4.03899026  4.83103933  5.24515009  5.55855531  5.4959263
  4.98613897  4.79738607  5.80780089  4.96756749  6.06723432  5.56046805
  6.39576433  8.29011877  7.05012978  7.51956576]",1
a0027,"[ 11.38880262  10.6020493    9.07758635   9.28893268   9.75636492
   8.41385108   8.67829906   8.10306952   8.28026693   7.0732155
   7.55343065   6.77691247   7.21316069   6.65179801   7.25233802
   6.61556357   6.33419318   5.2251439    7.34974822   7.79508168
   6.43016534   6.91413841   6.6012422    7.61514506   7.60141998
   7.03088233  12.21729466  11.96636999  10.36370739  10.62012596
  10.15944022   9.80867121   9.96678379   9.99668635   8.99315882
   8.30441803   8.05691318   7.91826814   6.83491919   7.39876115
   7.2930821    7.37687283   6.26934894   6.61019361   7.13471586
   7.693124     8.02548685   6.24338504   7.96790072   7.89220179
   7.75017721   7.45994405]",-1
a0028,"[ 12.07735126  12.29942499  10.89581122  10.177417    10.50105739
   9.94131347   7.96020794   7.6389698    8.83826215   8.8261391
   8.30771503   8.00693392   6.42773785   7.31712383   8.15711754
   7.86911288   8.41958892   7.77640241   7.80853966   8.57154101
   7.33443893   8.33214747   8.99388814   8.06535801   6.96141809
   7.63082399  11.61839677  10.69931822  10.79233752  10.18359329
  10.14299829   8.80958804   8.68943886   7.7223604    8.25408494
   8.07768446   7.8224324    6.27318369   6.28695438   6.88305994
   8.2105165    8.07697629   8.01821294   6.12477447   7.32431509
   8.33707789   7.2938894    7.87987518   8.24929301   8.3613052
   7.9484745    6.85860653]",-1
a0029,"[  9.737898    10.26770633  11.0126751    9.70953033   9.11413308
   7.38151129   8.3916382    9.18555294   8.75453561   7.70096864
   6.59773924   6.66000915   6.1055455    6.51671707   6.46910927
   6.55584954   6.64532214   5.40794273   6.46201491   6.28646279
   6.35330253   7.04404816   7.08132828   6.35880034   5.52507256
   5.69998212  10.22566306  10.89543518  10.69467489   9.94116415
   8.34317306   8.14862613   8.69991484   8.83547292   8.45982968
   6.46246363   5.75327806   5.60755096   6.69131534   6.39639326
   5.63185418   5.76557193   6.2144461    5.6131572    6.32350282
   5.41677753   5.73262503   6.72148722   6.16901947   6.64898075
   5.32765256   5.59374834]",-1
a0030,"[ 10.32337227  10.87240553  10.57606835  10.61014803  10.34653833
  10.30184684   9.82674174   8.6682121    8.22104934   9.5930472
   9.65847002   9.50408333   9.05562188   8.8420541    8.9203391
   8.85036051   9.07340135   8.93143496   8.15051114   8.58208057
   8.21080791   6.61016233   7.34500093   7.34833354   8.18776618
   9.1613911   10.35307821  10.35487309  10.58474984  10.65649857
   9.8637659    9.90251628   9.84347874   8.76802466   7.9626351
   9.32201548   9.77465988   9.52466188   9.25941549   9.04117206
   9.21220856   9.19099086   9.48510919   9.48248297   8.9073802
   9.29901906   8.90480327   8.30515721   8.3316885    8.96337472
   9.34202727   9.12559563]",1
a0031,"[  8.77160392   9.60341373  10.11177525   9.29677392   7.15461923
   6.61115213   6.93566848   6.38275256   6.2159956    5.9606444
   4.89926149   6.27848914   6.77026578   7.26633887   7.03653015
   6.37254829   5.03267281   5.94187955   7.34765051   8.47476563
   7.30338721   8.67234312  10.07866394  10.4181817   10.43392853
   9.98927413   9.68167372   9.32488163   8.81463997   8.50161486
   8.41194523   7.14927485   7.05162728   6.68766837   5.47253585
   5.63443128   6.17850143   5.82266152   7.5389202    7.31245322
   6.45234639   5.95085502   6.73611288   6.67295856   7.69449027
   8.79531561   9.52587043   9.91597824  10.49556101   9.77358023
   9.84132283  10.29256547]",1
a0032,"[ 11.16187124  11.06854466   9.32249109   9.97581895   9.16191555
   9.99201939   9.37888171   7.65600907   8.21382285   6.73944981
   6.49291387   7.0239586    6.04229401   7.07282281   7.39477237
   7.22754264   7.42642261   8.37066145   6.96919785   6.89586667
   9.39339774   8.73941923   7.20976252   7.13955712   7.62988073
   7.90186898   9.90913485  10.69924032  10.06987104   7.8216298
   6.97021902   8.66290679   9.62088667   9.18689565   8.36384543
   8.34891506   7.71220526   6.80524074   7.63680668   6.41547303
   7.3620729    7.19409242   7.33577302   7.37997987   7.09894848
   7.43155216   9.20920671   8.47794669   7.4413819    6.34992691
   7.96097545   7.95884148]",-1
a0033,"[  6.99025632   6.61032803   5.8711421    6.45800037   4.36323978
   4.72337203   5.18738007   6.05532584   5.89736381   4.39135492
   5.1346741    4.4423177    5.10484473   4.35795259   4.31221575
   4.73869727   5.56342646   4.52358623   5.7400405    6.39431892
   7.10194993   6.79125607   7.94611042   8.27412306   8.92635697
   9.12812774   8.0370624    8.32275069   7.85796264   6.47441225
   5.69485675   5.811335     6.11021927   5.52878203   5.92659042
   5.16965324   5.54107434   5.89638517   5.11165946   4.93978922
   4.24700386   5.00460184   4.97642016   5.13702094   5.44784557
   6.62823533   7.30835978   7.24126516   7.87719067   7.88958013
   9.07604177  10.20317815]",1
a0034,"[ 13.57053962  13.11874146  12.71425059  11.89797359  12.10048489
  11.14641161  11.57646285  10.52089096  11.2775093   10.59277291
   9.79812509   8.31598069  10.37459415  10.56727421  10.13126628
   8.7655037    9.77134768  10.71194083  10.55784042   9.2912415
  10.87414331  11.14638871  11.27269528  10.993931    10.56211305
  10.49648481  11.85824547  12.37353891  12.03912985  11.36495415
  10.96327995  10.96589249  10.90835703  11.66528048  10.78589784
  10.0282787   10.03980422   9.26879207  10.50908312  10.10716884
  10.81233995   9.86672154  10.24605879  10.86326251  10.859342    10.4985723
  10.86405849  11.24690087  11.62369116  10.70048967   9.59823919
   9.77968318]",1
a0035,"[ 12.09918205  13.7734006   13.8240478   13.30241759  13.00494267
  11.75558482  11.12283058   9.85483765  10.95610815  12.09833391
  12.17425742  11.52114964  10.573299    10.7141857   10.80991003
  10.50841647  10.98795258  11.18005249  11.08644141  10.2970563
   8.50021442   7.66556575   7.98873452   8.86726118   9.02817702
   8.70002349  12.06870003  13.20412948  13.63949469  13.57894318
  12.79847512  11.67856975  10.97194696   9.67237725  10.76999841
  12.0856953   12.27132409  11.62324998   9.80605792  10.0783635
  10.69451986  10.48911432  10.96759101  11.19650398  10.99011746
  10.19038473   8.85970494   7.3083383    7.33838038   8.99579517
   8.93345477   8.48279821]",-1
a0036,"[ 11.60503857  11.11077173  10.52790758  10.78329338  11.81870762
  11.04177215   9.66125196   9.31435134   7.99558639   9.48242497
   9.97120458   9.57685335   9.74517391   9.5567342    9.52529848
   8.22672745   8.49596922   8.99226921   9.38530839  10.19092398
  10.06882056   9.83183934  10.83870499   9.92607017   9.76365441
  11.01638694   9.72294927   8.73521985   8.98398887  10.20356414
  11.11226204  10.51553101  10.09323604  10.07859889   9.20716015
   9.69308504  10.13463832   9.81072622  11.16170877  10.56559352
   8.85409335   7.84672347   7.25795008   7.5092415    9.01993936
   9.43399098   9.22816597  10.4119903    9.98468702  10.92199119
  10.74087237  11.49309397]",1
a0037,"[ 14.92479168  14.84320612  13.5814136   12.55752136  11.26899094
   8.40600455   9.14823021   9.0165269    7.66432443   7.49892501
   7.10116648   6.76829573   7.11084684   7.7763297    7.74869447
   7.3955707    7.73038689   7.23427411   6.57160433   7.16981244
   6.80438261   7.23220768   7.79480347   7.75720471   7.57051303
   7.88114824  14.03820209  14.03606482  14.59895761  13.51058134
  12.42445381  11.02609496  10.58276148   9.8203904   10.18694551
   9.91702237   9.67050877   9.43392335   9.59941381   9.18792967
   9.43052541   9.33900754   8.93578325   9.78417829   9.31336288
   9.3816719    9.76228005   9.46014983   9.54111774   8.92724443
   8.96144852   8.74899683]",1
a0038,"[ 11.51008199  12.57201468  11.61962279  12.40905538  10.97218663
  11.10466632  10.97447185  10.39640164  10.51205493  10.08839202
   9.27953919   8.55927938   8.04538049   8.36792723   8.09377482
   7.81078492   7.26227856   7.23390272   6.89044351   6.69531279
   7.61809784   7.32185421   7.80453233   7.26020013   8.68630147
   7.65627521  10.63040442  12.09699998  12.13895433  11.15617657
   9.12655228   9.46265197   9.45118997   8.971713     9.0678585
   9.91879526   9.11400476   8.00007272   7.60145677   8.00742349
   7.51752307   5.23920113   5.56983363   5.65216178   5.4370459
   5.80833796   6.73950645   6.0106158    6.74415464   7.62651081
   7.7801284    6.94537248]",-1
a0039,"[ 9.11004534  8.60228536  6.92071973  6.19635382  5.46971218  5.976253
  5.41623166  5.19033135  4.15423784  3.89523327  3.66501614  3.45936297
  4.35987918  4.28636235  3.82682032  4.58382618  4.7318569   4.99685912
  3.77397691  3.54290715  4.64054331  4.10927311  5.30923183  4.974549
  4.75456927  6.68655032  7.92340983  7.34333797  5.32476011  4.05624402
  2.90938696  2.4888813   3.63212255  4.25624082  3.85234089  3.16356065
  3.79220709  1.80538956  3.07349734  3.40059126  2.77405413  3.27910381
  3.58562743  4.39381843  5.43443126  6.16871239  6.16037979  5.19981654
  4.81348782  5.45469557  5.21930423  6.05818306]",1
a0040,"[  9.10488744   9.12476283   9.79031411   9.11345133   8.26431864
   7.59522452   6.93579008   6.74165936   6.4116198    5.78004057
   5.60079045   5.28455999   5.08231887   4.78396073   5.60700475
   5.33617922   5.4881335    5.69404169   5.07316517   5.3153191
   7.71962574   7.07342851   7.16158623   7.16892236   7.11735612
   6.766813     7.19717759   9.19724808  10.27705729  10.24031233
   9.73024035   8.93057147   7.66836316   7.07700833   6.9829021
   5.65859467   5.06548959   5.24326843   5.4416144    5.53777374
   4.51644597   3.62058807   4.66057756   6.04662005   5.37028508
   5.27542495   6.90337473   7.9077589    8.13059411   7.3040204
   7.14418473   6.24330315]",1
a0041,"[ 7.01654323  7.59015704  6.42259863  6.17779732  5.35336474  4.96556693
  5.85495803  5.54824016  5.20191892  4.56201978  2.27970941  3.86926688
  4.28111005  3.32846773  4.02868974  4.12917949  4.51522628  5.13815786
  4.82467487  4.68804497  5.76669149  6.36047546  6.84144992  7.16161477
  6.31579372  6.86827613  6.84297929  7.00910217  6.82805125  5.32922383
  5.86530886  6.33178184  6.26990618  6.65626793  4.81134635  3.71627464
  4.22709682  4.1991443   3.69581689  4.33116749  4.55674645  3.15461487
  3.79767089  4.98157819  5.02725723  3.43537492  5.22687001  6.08583036
  7.31843459  6.95870328  6.34467223  5.8724249 ]",1
a0042,"[  8.90209798  10.14605668   9.09015064   7.96556003  10.08070887
  10.29418134   9.39510324   9.33826259   8.03050774   8.05709004
   7.30363885   6.6441463    6.28245196   6.39355774   6.50654267
   6.34855906   6.17406959   7.18684749   7.78918482   8.44399564
   9.6717107    9.27131849   9.50441917   9.5407349    8.52543823
   8.25673698   9.15245764  10.5975624    9.81839553   9.66186656
   9.94210131   9.20853879  10.05205074   9.96027234   8.31783102
   6.0099858    6.4649719    7.27631017   8.01686181   7.70551815
   7.44565613   7.67824327   8.75713128   9.39326964   9.67643322
  10.27293802  10.7985643   10.99544963  11.36941024  10.7930391
  10.60260146  10.82882614]",1
